2024-11-04 15:37:03.484 -05:00 [INF] Log output directed to D:\Projects\Git\MAAS_PhotonInfluenceMatrixCalc\Source_C#\bin\release\logs\influence-matrix-2024-11-04@15-37-03.txt
2024-11-04 15:37:07.371 -05:00 [INF] Opening Patient "LUNG1-005"
2024-11-04 15:42:52.017 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:42:52.177 -05:00 [INF] Progress: Beamlet 300/595.
2024-11-04 15:42:58.689 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:42:58.699 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:42:58.912 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:42:59.069 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:42:59.229 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:42:59.389 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:42:59.551 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:42:59.716 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:42:59.877 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:00.035 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:00.198 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:00.358 -05:00 [INF] Progress: Beamlet 310/595.
2024-11-04 15:43:07.992 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:43:08.001 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:08.162 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:08.321 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:08.480 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:08.642 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:08.803 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:08.961 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:09.121 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:09.280 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:09.439 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:09.603 -05:00 [INF] Progress: Beamlet 320/595.
2024-11-04 15:43:16.425 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:43:16.435 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:16.596 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:16.758 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:16.918 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:17.077 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:17.232 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:17.390 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:17.556 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:17.734 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:17.891 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:18.047 -05:00 [INF] Progress: Beamlet 330/595.
2024-11-04 15:43:28.168 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:43:28.176 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:28.442 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:28.601 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:28.763 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:28.926 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:29.081 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:29.240 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:29.401 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:29.566 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:29.729 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:29.895 -05:00 [INF] Progress: Beamlet 340/595.
2024-11-04 15:43:38.194 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:43:38.202 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:38.360 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:38.525 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:38.691 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:38.851 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:39.007 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:39.166 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:39.321 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:39.484 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:39.648 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:39.816 -05:00 [INF] Progress: Beamlet 350/595.
2024-11-04 15:43:49.509 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:43:49.519 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:49.679 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:49.840 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:50.001 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:50.159 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:50.315 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:50.475 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:50.636 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:50.803 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:50.963 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:43:51.123 -05:00 [INF] Progress: Beamlet 360/595.
2024-11-04 15:43:59.913 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:43:59.924 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:00.089 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:00.251 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:00.412 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:00.574 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:00.743 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:00.909 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:01.082 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:01.241 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:01.400 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:01.564 -05:00 [INF] Progress: Beamlet 370/595.
2024-11-04 15:44:09.081 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:44:09.091 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:09.251 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:09.408 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:09.570 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:09.731 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:09.893 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:10.048 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:10.202 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:10.373 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:10.543 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:10.706 -05:00 [INF] Progress: Beamlet 380/595.
2024-11-04 15:44:17.230 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:44:17.239 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:17.398 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:17.565 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:17.729 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:17.893 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:18.061 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:18.228 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:18.388 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:18.553 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:18.718 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:18.884 -05:00 [INF] Progress: Beamlet 390/595.
2024-11-04 15:44:26.114 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:44:26.123 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:26.283 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:26.451 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:26.618 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:26.778 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:26.938 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:27.096 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:27.251 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:27.411 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:27.575 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:27.780 -05:00 [INF] Progress: Beamlet 400/595.
2024-11-04 15:44:34.353 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:44:34.362 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:34.527 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:34.690 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:34.856 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:35.016 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:35.172 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:35.332 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:35.492 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:35.648 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:35.803 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:35.967 -05:00 [INF] Progress: Beamlet 410/595.
2024-11-04 15:44:42.438 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:44:42.448 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:42.610 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:42.914 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:43.073 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:43.234 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:43.390 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:43.552 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:43.711 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:43.877 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:44.037 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:44.199 -05:00 [INF] Progress: Beamlet 420/595.
2024-11-04 15:44:51.197 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:44:51.206 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:51.365 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:51.530 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:51.690 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:51.853 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:52.015 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:52.174 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:52.332 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:52.494 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:52.661 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:52.829 -05:00 [INF] Progress: Beamlet 430/595.
2024-11-04 15:44:59.168 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:44:59.179 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:59.371 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:59.541 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:59.739 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:44:59.954 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:00.115 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:00.275 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:00.436 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:00.620 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:00.789 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:00.953 -05:00 [INF] Progress: Beamlet 440/595.
2024-11-04 15:45:07.875 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:45:07.884 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:08.037 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:08.193 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:08.344 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:08.508 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:08.686 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:08.855 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:09.008 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:09.168 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:09.325 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:09.488 -05:00 [INF] Progress: Beamlet 450/595.
2024-11-04 15:45:15.934 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:45:15.944 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:16.102 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:16.280 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:16.448 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:16.609 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:16.769 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:16.928 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:17.085 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:17.241 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:17.404 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:17.578 -05:00 [INF] Progress: Beamlet 460/595.
2024-11-04 15:45:24.542 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:45:24.551 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:24.718 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:24.885 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:25.049 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:25.212 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:25.372 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:25.542 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:25.713 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:25.878 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:26.051 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:26.212 -05:00 [INF] Progress: Beamlet 470/595.
2024-11-04 15:45:32.577 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:45:32.587 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:32.752 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:32.917 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:33.084 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:33.244 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:33.402 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:33.568 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:33.733 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:33.901 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:34.072 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:34.232 -05:00 [INF] Progress: Beamlet 480/595.
2024-11-04 15:45:40.751 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:45:40.760 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:40.921 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:41.079 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:41.237 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:41.398 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:41.569 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:41.733 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:41.891 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:42.050 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:42.226 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:42.386 -05:00 [INF] Progress: Beamlet 490/595.
2024-11-04 15:45:48.742 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:45:48.752 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:48.919 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:49.076 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:49.231 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:49.387 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:49.552 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:49.715 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:49.889 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:50.047 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:50.212 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:50.370 -05:00 [INF] Progress: Beamlet 500/595.
2024-11-04 15:45:57.626 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:45:57.636 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:57.803 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:57.966 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:58.131 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:58.291 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:58.452 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:58.618 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:58.792 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:58.956 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:59.119 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:45:59.284 -05:00 [INF] Progress: Beamlet 510/595.
2024-11-04 15:46:05.794 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:46:05.803 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:05.969 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:06.132 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:06.309 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:06.474 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:06.634 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:06.798 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:06.956 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:07.122 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:07.303 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:07.462 -05:00 [INF] Progress: Beamlet 520/595.
2024-11-04 15:46:14.131 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:46:14.140 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:14.300 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:14.463 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:14.716 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:14.892 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:15.059 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:15.211 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:15.363 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:15.523 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:15.759 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:15.919 -05:00 [INF] Progress: Beamlet 530/595.
2024-11-04 15:46:22.380 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:46:22.389 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:22.558 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:22.720 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:22.881 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:23.032 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:23.534 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:23.697 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:23.865 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:24.018 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:24.168 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:24.331 -05:00 [INF] Progress: Beamlet 540/595.
2024-11-04 15:46:32.269 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:46:32.279 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:32.438 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:32.601 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:32.770 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:32.932 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:33.084 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:33.242 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:33.396 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:33.555 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:33.731 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:33.894 -05:00 [INF] Progress: Beamlet 550/595.
2024-11-04 15:46:40.640 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:46:40.650 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:40.818 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:40.976 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:41.136 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:41.294 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:41.460 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:41.625 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:41.791 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:41.948 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:42.109 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:42.271 -05:00 [INF] Progress: Beamlet 560/595.
2024-11-04 15:46:48.732 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:46:48.742 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:48.914 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:49.074 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:49.233 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:49.399 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:49.564 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:49.730 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:49.895 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:50.057 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:50.217 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:50.377 -05:00 [INF] Progress: Beamlet 570/595.
2024-11-04 15:46:57.101 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:46:57.110 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:57.273 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:57.433 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:57.602 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:57.760 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:57.919 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:58.077 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:58.239 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:58.401 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:58.571 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:46:58.740 -05:00 [INF] Progress: Beamlet 580/595.
2024-11-04 15:47:08.029 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:47:08.038 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:08.199 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:08.363 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:08.528 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:08.733 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:08.911 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:09.073 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:09.229 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:09.387 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:09.569 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:09.737 -05:00 [INF] Progress: Beamlet 590/595.
2024-11-04 15:47:16.328 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:47:16.338 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:16.505 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:16.671 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:16.840 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:17.005 -05:00 [INF] Progress: GetDosePoints completed.
